,confidence_list
373,29.256526947021484
374,29.42757797241211
376,29.746889114379883
378,32.799949645996094
380,32.26313018798828
381,31.560789108276367
382,33.4347038269043
383,32.84895706176758
385,30.71227264404297
386,31.704599380493164
389,32.6973762512207
391,32.86085891723633
395,27.68094825744629
396,29.250850677490234
397,33.713134765625
400,30.903560638427734
403,30.417255401611328
405,31.2276611328125
406,27.429615020751953
407,30.805301666259766
410,30.32547378540039
411,32.94376754760742
413,30.95686912536621
415,31.42340660095215
418,32.65232467651367
419,31.440114974975586
420,33.52958297729492
421,30.670215606689453
422,33.876399993896484
423,30.535078048706055
424,30.760784149169922
425,30.711666107177734
427,33.06753158569336
428,32.63072204589844
429,30.877883911132812
430,35.10948944091797
433,31.660015106201172
434,29.05023193359375
440,31.803024291992188
441,32.83395767211914
443,27.928258895874023
444,28.030433654785156
445,32.04043197631836
446,33.1515007019043
447,30.77557945251465
448,31.002830505371094
450,35.07715606689453
451,32.323368072509766
453,31.74013900756836
454,32.8892707824707
455,33.55653381347656
458,30.543920516967773
461,32.76244354248047
463,31.389463424682617
464,30.68996810913086
466,31.653032302856445
467,31.82571029663086
469,32.223575592041016
472,33.02202606201172
475,31.97913932800293
477,32.42181396484375
479,33.570098876953125
480,33.602134704589844
482,31.714553833007812
483,29.117074966430664
485,32.06512451171875
487,28.9483585357666
488,32.69546127319336
489,32.27267837524414
490,29.49662971496582
491,26.121110916137695
493,33.69620132446289
494,30.08228874206543
495,30.243627548217773
497,30.95829200744629
498,32.490234375
