,confidence_list
449,31.258554458618164
450,32.18525314331055
451,31.55278968811035
452,30.608688354492188
453,31.545429229736328
455,32.42435073852539
456,31.172151565551758
457,31.39456558227539
458,32.07667922973633
459,31.470462799072266
460,31.834888458251953
461,32.60726547241211
462,31.80084991455078
463,32.22389602661133
464,32.00367736816406
465,31.75867462158203
466,32.92519760131836
467,31.634010314941406
468,31.59689712524414
469,32.40593719482422
470,31.6031551361084
471,29.61354637145996
473,30.547487258911133
474,30.94431495666504
475,31.975322723388672
476,31.62746810913086
477,31.730369567871094
478,31.050121307373047
481,30.13902473449707
483,32.44167709350586
484,32.53372573852539
485,32.57122802734375
486,31.23682403564453
487,30.570281982421875
489,32.07826232910156
491,30.855743408203125
495,32.66102600097656
496,30.070276260375977
497,30.336389541625977
498,31.97557258605957
499,29.853607177734375
