,confidence_list
316,17.802654266357422
318,18.463069915771484
319,19.593141555786133
320,19.28444480895996
321,18.878103256225586
322,17.658405303955078
326,22.688081741333008
327,24.017148971557617
329,19.281457901000977
331,17.37937355041504
334,20.715299606323242
335,18.96302604675293
336,18.568689346313477
339,22.410741806030273
340,16.25853729248047
342,18.41431427001953
343,21.910018920898438
344,17.96628189086914
345,19.358928680419922
348,17.973960876464844
349,22.138141632080078
351,25.244281768798828
352,22.74982261657715
353,22.529516220092773
354,18.55357551574707
355,18.906496047973633
357,22.40669059753418
361,19.690723419189453
362,20.41098403930664
364,23.684953689575195
365,20.445091247558594
366,22.33299446105957
367,23.756689071655273
368,16.844249725341797
369,19.004758834838867
370,23.83373260498047
371,19.066280364990234
372,22.590003967285156
374,18.584020614624023
376,22.940908432006836
378,19.94305992126465
379,23.38681411743164
380,19.23517608642578
382,19.80044174194336
383,19.9290714263916
384,19.608171463012695
385,17.10711097717285
386,22.84837532043457
389,19.740758895874023
391,17.769643783569336
395,19.66559600830078
396,18.80156898498535
397,19.042678833007812
405,19.89665412902832
406,18.476686477661133
407,19.306900024414062
409,22.442806243896484
410,20.251487731933594
415,20.526386260986328
418,20.587520599365234
419,21.674240112304688
420,23.121944427490234
421,18.84555435180664
422,23.397518157958984
424,20.801883697509766
425,19.364063262939453
427,18.170330047607422
429,20.318912506103516
430,19.313661575317383
432,17.597497940063477
433,19.71451759338379
434,20.268203735351562
437,24.66837501525879
441,19.95564842224121
443,17.81216812133789
444,20.283662796020508
445,22.12969207763672
446,19.69425392150879
448,21.39910125732422
450,24.462934494018555
453,19.564228057861328
454,24.407140731811523
455,19.720245361328125
458,18.836711883544922
461,22.61918067932129
463,21.84004783630371
464,18.116920471191406
466,18.21473503112793
467,19.870258331298828
475,21.25189781188965
477,21.63585090637207
479,20.219324111938477
480,20.81034278869629
482,17.333759307861328
483,20.381752014160156
485,19.37601089477539
486,19.994361877441406
487,22.44073486328125
488,18.54117774963379
489,22.033449172973633
490,19.474010467529297
491,17.282743453979492
493,27.487897872924805
494,20.28789710998535
495,18.682729721069336
496,19.232467651367188
497,18.812585830688477
498,21.567171096801758
